,Client ID,Client tenure year,Client tenure month,Age,Gender,Number of accounts,Balance,Calls 6 months,Log-ons 6 months,Age Group,Tenure Groups
19161,5326567,13,163,59,F,2,58711,1,4,Adult,Noob
19162,8364922,7,84,61,U,2,32796,0,3,Senior,New
19163,1168552,8,107,32,F,2,79316,6,9,Adult,New
19164,4998916,13,156,65,M,2,41421,1,4,Senior,Noob
19165,8549209,12,151,49,F,2,26722,5,8,Adult,Noob
19166,2304444,9,109,45,F,3,30139,4,7,Adult,New
19167,3289328,10,121,55,M,2,164946,2,5,Adult,New
19168,4857404,7,88,73,U,2,117390,5,8,Senior,New
19169,132547,8,107,55,F,2,302203,0,3,Adult,New
19170,8404411,12,145,60,F,2,174008,6,9,Adult,Noob
19171,9939805,11,135,51,M,3,2498185,6,9,Adult,Noob
19172,4980713,16,193,50,M,2,121630,6,9,Adult,Noob
19173,273872,25,306,21,M,2,26465,0,3,Adult,Young
19174,927541,24,293,60,F,3,380237,6,9,Adult,Young
19175,8815636,23,284,52,M,3,235377,1,4,Adult,Young
19176,5133549,21,258,37,M,3,251632,6,9,Adult,Young
19177,2671815,19,232,33,F,3,36823,5,8,Adult,Noob
19178,3274136,15,191,66,F,2,87092,1,4,Senior,Noob
19179,5938853,12,153,40,M,2,43082,1,4,Adult,Noob
19180,1190149,6,83,57,U,2,26124,2,5,Adult,New
19181,741246,13,157,55,F,2,139111,1,4,Adult,Noob
19182,1436711,11,142,20,M,2,83040,6,9,Adult,Noob
19183,1726666,10,130,58,F,2,30309,1,4,Adult,New
19184,6169715,28,344,51,M,3,300307,5,8,Adult,Young
19185,3597060,6,82,56,U,2,48377,0,3,Adult,New
19186,2268780,11,141,52,F,3,189887,5,8,Adult,Noob
19187,1984136,27,333,70,M,3,212121,4,7,Senior,Young
19188,9441056,5,69,37,U,2,23835,1,4,Adult,New
19189,5216939,4,59,50,U,2,54706,5,8,Adult,New
19190,5262119,23,285,54,F,2,442036,1,4,Adult,Young
19191,1067510,13,167,49,M,2,35259,2,5,Adult,Noob
19192,3659186,5,66,52,U,2,41007,2,5,Adult,New
19193,4867615,13,158,62,M,2,546170,0,3,Senior,Noob
19194,1357942,5,68,28,F,2,33285,1,4,Adult,New
19195,7272106,7,94,66,U,2,29901,1,4,Senior,New
19196,4422811,13,160,47,F,2,166218,3,6,Adult,Noob
19197,3111038,4,57,51,F,2,46718,2,5,Adult,New
19198,1089812,4,56,63,M,2,41163,6,9,Senior,New
19199,8504603,8,98,48,F,2,27042,6,9,Adult,New
19200,399065,28,344,72,F,3,517088,0,3,Senior,Young
19201,3306516,9,118,22,F,4,43667,0,3,Adult,New
19202,4419243,13,167,30,F,2,30580,0,3,Adult,Noob
19203,5780472,5,71,38,U,2,38215,4,7,Adult,New
19204,7996704,12,151,38,M,2,26286,1,4,Adult,Noob
19205,994588,8,102,60,U,2,57980,1,4,Adult,New
19206,7674595,26,314,52,F,2,211635,2,5,Adult,Young
19207,8545156,6,82,58,U,2,83138,6,9,Adult,New
19208,3963765,5,67,42,U,2,39095,2,5,Adult,New
19209,6822246,37,445,65,F,2,215769,3,6,Senior,Experimented
19210,8341199,22,264,67,F,2,273429,3,6,Senior,Young
19211,4797173,21,261,57,M,2,27227,6,9,Adult,Young
19212,5090376,21,258,47,F,2,62576,2,5,Adult,Young
19213,5583950,21,253,75,M,4,296577,6,9,Senior,Young
19214,3831506,22,268,50,F,3,68182,1,4,Adult,Young
19215,7810411,5,69,71,U,2,104727,6,9,Senior,New
19216,5079554,28,344,69,F,3,621112,4,7,Senior,Young
19217,8248501,7,95,32,U,2,32766,0,3,Adult,New
19218,8384969,10,129,43,F,2,291942,1,4,Adult,New
19219,5505565,14,169,28,M,2,29393,0,3,Adult,Noob
19220,6744278,5,66,56,M,3,38820,0,3,Adult,New
19221,9178158,13,166,38,F,2,132184,5,8,Adult,Noob
19222,8014657,11,142,29,F,2,92772,0,3,Adult,Noob
19223,8692513,8,107,22,M,3,54659,1,4,Adult,New
19224,1013414,8,107,27,M,2,32221,0,3,Adult,New
19225,1849371,4,58,37,U,2,30667,0,3,Adult,New
19226,6774933,6,74,24,U,3,137213,6,9,Adult,New
19227,6425263,4,59,20,U,2,42547,6,9,Adult,New
19228,6986475,13,161,30,F,2,44984,3,6,Adult,Noob
19229,8976108,10,122,44,M,2,107397,3,6,Adult,New
19230,1277746,14,169,65,M,2,385193,1,4,Senior,Noob
19231,5475328,26,318,25,M,2,112176,0,3,Adult,Young
19232,2092631,9,110,76,M,2,46948,1,4,Senior,New
19233,3731776,15,190,58,M,2,183347,4,7,Adult,Noob
19234,3831672,27,324,44,F,2,279537,0,4,Adult,Young
19235,9457052,5,63,52,U,2,273878,2,5,Adult,New
19236,4238081,12,154,33,F,3,122958,6,9,Adult,Noob
19237,506333,9,108,36,M,3,102751,2,5,Adult,New
19238,4518527,6,80,53,U,2,60335,2,5,Adult,New
19239,1329020,13,159,49,F,2,46849,2,5,Adult,Noob
19240,3886418,4,58,51,U,2,29990,1,4,Adult,New
19241,8460140,16,194,54,M,3,92975,6,9,Adult,Noob
19242,4924821,10,124,61,F,2,101937,0,3,Senior,New
19243,7460419,11,140,29,M,2,40543,6,9,Adult,Noob
19244,2199516,13,164,66,M,2,38977,0,3,Senior,Noob
19245,4604763,10,130,37,F,3,101468,6,9,Adult,New
19246,5328209,14,177,50,M,2,32684,0,3,Adult,Noob
19247,7869458,10,130,34,F,2,34093,2,5,Adult,New
19248,2496055,8,98,51,U,2,90148,0,3,Adult,New
19249,3481694,6,77,28,U,2,60756,6,9,Adult,New
19250,2722729,11,143,38,F,2,122313,0,3,Adult,Noob
19251,2456244,4,58,48,U,3,37247,0,3,Adult,New
19252,9215572,6,76,26,U,2,35062,3,6,Adult,New
19253,3273879,27,325,63,F,3,382053,2,6,Senior,Young
19254,3647,15,190,63,F,2,154244,4,7,Senior,Noob
19255,4653071,5,66,43,U,2,41458,3,6,Adult,New
19256,1186455,17,212,44,M,2,34841,4,7,Adult,Noob
19257,4263526,11,143,34,F,2,65071,6,9,Adult,Noob
19258,3710094,14,170,43,M,2,55705,6,9,Adult,Noob
19259,1117619,22,274,56,F,2,27244,1,4,Adult,Young
19260,2191227,21,254,46,F,2,127827,6,9,Adult,Young
19261,5352734,20,251,69,F,3,238005,6,9,Senior,Young
19262,8678456,5,60,24,U,2,113514,2,5,Adult,New
19263,7541656,12,145,65,F,2,59234,1,4,Senior,Noob
19264,6935209,8,96,52,U,2,183458,1,4,Adult,New
19265,385052,5,71,28,U,3,54756,6,9,Adult,New
19266,3921085,4,58,27,U,2,31188,6,9,Adult,New
19267,9595233,6,82,54,U,3,64521,3,6,Adult,New
19268,5225492,14,178,32,M,4,413482,2,5,Adult,Noob
19269,7148673,8,106,44,M,2,78541,5,8,Adult,New
19270,9455842,15,186,74,F,2,56145,2,5,Senior,Noob
19271,8040052,4,59,66,F,2,29759,3,6,Senior,New
19272,8413298,8,97,28,U,2,28884,1,4,Adult,New
19273,436352,14,179,69,F,2,2937521,5,8,Senior,Noob
19274,8162066,6,81,37,M,2,263909,6,9,Adult,New
19275,9041483,18,222,49,M,2,72583,3,6,Adult,Noob
19276,5347718,7,92,31,U,2,34417,0,3,Adult,New
19277,866712,5,68,67,U,2,38448,3,6,Senior,New
19278,5650729,14,175,35,M,3,154449,2,5,Adult,Noob
19279,547427,16,197,45,M,2,35238,0,3,Adult,Noob
19280,8991599,14,178,46,F,3,165827,5,8,Adult,Noob
19281,2274475,11,132,59,F,2,66733,5,8,Adult,Noob
19282,9750488,14,179,44,M,2,38043,1,4,Adult,Noob
19283,9033815,14,177,28,M,2,29717,2,5,Adult,Noob
19284,708099,14,178,42,F,2,147011,0,3,Adult,Noob
19285,3141131,4,59,55,U,2,27059,3,6,Adult,New
19286,9330958,12,146,34,F,2,98745,3,6,Adult,Noob
19287,9111859,6,75,20,U,4,142555,5,8,Adult,New
19288,3931309,10,129,56,F,2,75489,0,3,Adult,New
19289,8734295,6,83,56,U,3,47147,6,9,Adult,New
19290,714613,27,324,58,F,2,1024987,5,8,Adult,Young
19291,8787521,8,98,23,U,2,38704,0,3,Adult,New
19292,9586826,5,67,26,U,2,50891,6,9,Adult,New
19293,9113602,9,108,47,M,2,36975,6,9,Adult,New
19294,8305136,8,96,47,U,2,200196,4,7,Adult,New
19295,6134357,13,158,26,M,3,113570,6,9,Adult,Noob
19296,6636812,8,102,23,U,2,28940,6,9,Adult,New
19297,6376046,12,153,29,M,2,25669,4,7,Adult,Noob
19298,7174211,6,73,56,U,2,45987,6,9,Adult,New
19299,5864969,5,65,29,U,2,32227,6,9,Adult,New
19300,2444815,9,111,58,U,2,38023,6,9,Adult,New
19301,8053145,28,342,53,M,3,481855,6,9,Adult,Young
19302,5707484,8,104,58,M,2,79026,3,6,Adult,New
19303,3753901,23,277,51,M,2,126000,3,6,Adult,Young
19304,2959614,22,274,22,M,2,42647,2,5,Adult,Young
19305,3081216,22,265,51,M,2,201268,2,5,Adult,Young
19306,7300229,22,264,71,F,2,31830,2,5,Senior,Young
19307,395018,21,261,59,M,3,204941,4,7,Adult,Young
19308,3914703,16,196,71,M,2,881347,6,9,Senior,Noob
19309,7251333,12,153,64,F,2,65117,2,5,Senior,Noob
19310,1236186,16,192,67,M,3,321145,3,6,Senior,Noob
19311,3189211,5,66,21,U,2,33057,3,7,Adult,New
19312,4613590,5,60,55,U,2,73016,3,6,Adult,New
19313,5588167,4,57,29,U,3,59708,3,6,Adult,New
19314,5718767,16,194,68,M,2,431788,1,4,Senior,Noob
19315,5525477,15,187,46,M,2,64168,2,5,Adult,Noob
19316,861217,16,192,51,F,2,34615,0,3,Adult,Noob
19317,5892672,8,103,29,F,2,29013,1,4,Adult,New
19318,8006067,12,155,39,M,3,82039,6,9,Adult,Noob
19319,8038190,14,170,66,F,2,27327,5,8,Senior,Noob
19320,7297859,7,86,28,U,2,59277,3,6,Adult,New
19321,7302865,6,81,26,U,2,40823,1,4,Adult,New
19322,2052157,12,149,36,M,2,100149,0,4,Adult,Noob
19323,5604822,13,156,43,M,2,61780,6,9,Adult,Noob
19324,9475518,6,80,24,U,2,64448,0,3,Adult,New
19325,5950382,11,138,44,M,2,35819,4,7,Adult,Noob
19326,9723608,8,98,32,U,2,72266,5,8,Adult,New
19327,8908639,13,163,60,M,2,357704,1,5,Adult,Noob
19328,5522530,8,106,45,F,2,77089,0,3,Adult,New
19329,5692083,8,96,66,U,2,27263,1,4,Senior,New
19330,4928864,8,104,39,F,3,149905,3,6,Adult,New
19331,5244645,26,313,61,F,3,310277,2,7,Senior,Young
19332,9112702,10,131,60,F,2,60481,1,4,Adult,New
19333,4472811,5,66,31,U,2,28947,1,4,Adult,New
19334,3994136,6,83,25,U,2,24241,0,3,Adult,New
19335,482558,11,140,75,M,2,81172,0,3,Senior,Noob
19336,7519549,17,205,64,M,2,73118,4,7,Senior,Noob
19337,6441802,12,149,57,F,2,168570,4,7,Adult,Noob
19338,7495325,10,123,50,M,2,257354,1,4,Adult,New
19339,3575743,5,65,33,U,2,29368,4,7,Adult,New
19340,6295124,7,87,72,U,2,255300,2,5,Senior,New
19341,9642367,5,65,78,U,2,70221,6,9,Senior,New
19342,2501468,10,130,51,M,4,72355,2,5,Adult,New
19343,3485651,12,144,69,M,3,231175,3,6,Senior,Noob
19344,120351,4,56,29,U,2,91840,6,9,Adult,New
19345,2287462,16,193,42,F,2,56819,2,5,Adult,Noob
19346,8214483,15,182,39,M,2,32399,2,5,Adult,Noob
19347,580208,6,82,62,U,2,28023,0,3,Senior,New
19348,4218860,15,189,60,M,2,28858,0,3,Adult,Noob
19349,8907499,7,85,36,U,3,61223,3,6,Adult,New
19350,1665790,25,304,55,F,2,26420,1,4,Adult,Young
19351,4262740,23,281,28,M,3,738996,5,8,Adult,Young
19352,7369619,21,262,74,M,2,170273,2,5,Senior,Young
19353,952435,21,256,64,M,2,347443,5,8,Senior,Young
19354,1070949,21,256,64,F,2,113746,6,9,Senior,Young
19355,1106136,21,255,72,F,2,81198,0,3,Senior,Young
19356,9646284,21,254,39,M,2,132378,5,8,Adult,Young
19357,8596397,21,254,26,F,2,48226,2,5,Adult,Young
19358,9057739,20,245,48,F,2,45896,1,4,Adult,Young
19359,1406777,19,238,28,M,2,83231,1,4,Adult,Noob
19360,7141944,19,230,50,M,3,50090,4,7,Adult,Noob
19361,9406998,21,255,65,F,3,332232,6,9,Senior,Young
19362,2586304,18,227,32,U,3,62988,3,6,Adult,Noob
19363,8207559,17,209,41,M,3,100290,0,3,Adult,Noob
19364,2273603,13,167,46,F,2,48507,1,4,Adult,Noob
19365,8392344,34,419,62,F,3,2354002,4,7,Senior,Experimented
19366,8552526,7,95,63,U,2,359295,6,9,Senior,New
19367,6936319,5,60,39,U,2,28883,6,9,Adult,New
19368,9546928,12,152,28,F,2,31315,6,9,Adult,Noob
19369,9218641,9,117,51,M,2,36479,1,4,Adult,New
19370,3863399,18,223,71,M,2,209949,2,5,Senior,Noob
19371,2397115,6,82,32,U,2,35661,1,4,Adult,New
19372,7111036,10,126,29,U,2,30068,0,3,Adult,New
19373,944089,8,102,35,U,3,45048,1,4,Adult,New
19374,8988125,15,186,54,F,2,116110,1,4,Adult,Noob
19375,4204215,8,107,28,M,2,72521,6,9,Adult,New
19376,2402375,5,71,22,U,2,38689,0,3,Adult,New
19377,4386339,7,85,60,U,2,25793,0,3,Adult,New
19378,1245517,4,58,28,U,2,30734,6,9,Adult,New
19379,1031274,7,94,65,M,2,278101,3,7,Senior,New
19380,1347359,3,44,30,M,2,141297,6,9,Adult,New
19381,8196373,14,169,50,M,2,87391,6,9,Adult,Noob
19382,2408649,6,72,43,U,2,63484,1,4,Adult,New
19383,3789134,8,103,61,M,2,30196,6,9,Senior,New
19384,5093726,8,106,53,M,2,60859,2,5,Adult,New
19385,3796389,6,81,77,U,2,455910,4,7,Senior,New
19386,1251676,4,54,68,M,2,215910,5,8,Senior,New
19387,1505791,6,75,64,F,2,49317,2,5,Senior,New
19388,4649532,4,56,62,F,3,75566,5,8,Senior,New
19389,1086000,12,146,40,F,2,27908,0,3,Adult,Noob
19390,4789377,9,108,63,M,2,430498,6,9,Senior,New
19391,1653342,5,66,62,U,2,214284,6,9,Senior,New
19392,574136,8,98,41,U,3,63956,2,5,Adult,New
19393,2230146,15,189,40,F,2,26177,3,6,Adult,Noob
19394,5437696,5,70,67,M,2,1340765,2,5,Senior,New
19395,6928355,4,59,24,U,2,36492,0,3,Adult,New
19396,7293853,20,240,60,M,2,605205,0,3,Adult,Young
19397,2412181,5,70,32,U,2,42726,4,7,Adult,New
19398,3821408,15,181,53,M,2,157724,6,9,Adult,Noob
19399,3478652,7,86,71,U,2,455941,2,5,Senior,New
19400,9169459,2,33,60,U,2,26814,2,5,Adult,New
19401,2584029,9,119,67,U,2,174923,4,7,Senior,New
19402,3181564,4,56,72,U,2,71262,6,9,Senior,New
19403,400621,4,56,29,U,2,48269,6,9,Adult,New
19404,4992834,5,67,31,U,2,25267,2,5,Adult,New
19405,5814124,25,304,44,M,3,2356726,6,9,Adult,Young
19406,7212071,22,268,64,F,2,32667,2,5,Senior,Young
19407,6833535,22,264,35,F,2,83967,1,5,Adult,Young
19408,8534233,21,262,47,F,2,125072,4,7,Adult,Young
19409,8880791,21,262,67,M,3,118500,4,7,Senior,Young
19410,2406034,21,257,28,F,2,90767,6,9,Adult,Young
19411,3169491,20,244,42,F,2,46825,1,4,Adult,Young
19412,2527405,10,129,43,F,2,48686,0,3,Adult,New
19413,9738042,13,165,45,F,2,44671,0,3,Adult,Noob
19414,5342509,7,91,28,U,2,56690,6,9,Adult,New
19415,6063554,7,85,24,M,2,31608,6,9,Adult,New
19416,7529460,4,58,19,U,2,31301,2,5,Adult,New
19417,7203853,22,267,50,M,2,100762,5,8,Adult,Young
19418,8049996,13,161,62,M,2,35958,6,9,Senior,Noob
19419,6046741,9,115,46,M,2,26963,0,3,Adult,New
19420,9089260,13,162,40,M,2,33886,2,5,Adult,Noob
19421,9374016,26,319,88,M,2,402193,6,9,Senior,Young
19422,3958645,10,126,53,F,3,67208,2,5,Adult,New
19423,1318988,15,182,34,F,2,29702,0,3,Adult,Noob
19424,2733707,9,109,36,M,3,195839,6,9,Adult,New
19425,5791120,13,166,33,M,2,38618,1,4,Adult,Noob
19426,4134088,12,154,46,F,2,96846,5,8,Adult,Noob
19427,8238138,17,212,55,F,2,63596,0,3,Adult,Noob
19428,2842485,6,78,27,U,2,24636,6,9,Adult,New
19429,5090001,3,46,67,U,2,428434,4,7,Senior,New
19430,5777985,10,130,31,M,2,62274,1,4,Adult,New
19431,805850,14,179,29,F,2,42996,1,4,Adult,Noob
19432,7421288,16,192,33,F,2,80225,5,8,Adult,Noob
19433,451443,4,59,45,U,2,31665,0,3,Adult,New
19434,4514596,14,178,41,F,2,94184,1,4,Adult,Noob
19435,7928118,8,99,39,U,2,83362,0,3,Adult,New
19436,9119414,7,85,32,U,2,55657,6,9,Adult,New
19437,8300275,6,83,43,U,2,280903,6,9,Adult,New
19438,6047255,11,133,59,M,3,121160,6,9,Adult,Noob
19439,336903,12,148,72,M,2,55417,6,9,Senior,Noob
19440,2879592,33,397,79,U,2,43787,2,5,Senior,Experimented
19441,5975067,9,112,59,M,3,984371,6,9,Adult,New
19442,1607526,15,191,49,M,3,1063685,5,8,Adult,Noob
19443,4518019,7,87,60,U,2,51218,2,5,Adult,New
19444,1377639,14,179,66,F,2,46575,0,4,Senior,Noob
19445,2819742,11,142,64,F,2,122128,1,4,Senior,Noob
19446,7938926,6,82,21,U,2,30365,0,3,Adult,New
19447,3176103,9,109,74,F,2,176462,0,4,Senior,New
19448,852615,5,69,26,M,2,35710,6,9,Adult,New
19449,1470768,14,174,57,M,2,102768,0,3,Adult,Noob
19450,2992443,6,74,30,U,2,59906,2,5,Adult,New
19451,9477401,15,191,45,M,2,71620,1,4,Adult,Noob
19452,161771,6,79,37,U,2,38336,1,4,Adult,New
19453,2782820,13,160,66,F,2,79882,2,5,Senior,Noob
19454,8614932,12,144,34,M,2,37035,4,7,Adult,Noob
19455,3194023,23,286,46,M,3,262259,6,9,Adult,Young
19456,6116444,24,297,59,M,2,542801,6,9,Adult,Young
19457,5380629,24,297,20,U,2,47652,3,6,Adult,Young
19458,9132749,23,285,56,F,2,40015,5,8,Adult,Young
19459,5908353,23,281,74,M,4,423713,6,9,Senior,Young
19460,6492992,23,276,43,M,3,276565,6,9,Adult,Young
19461,6779709,21,263,43,M,3,228899,6,9,Adult,Young
19462,8843800,22,268,66,M,3,26539,0,3,Senior,Young
19463,3933442,21,258,37,F,3,211422,4,7,Adult,Young
19464,5794080,19,239,57,M,3,179654,2,5,Adult,Noob
19465,1806750,17,214,56,F,3,502197,6,9,Adult,Noob
19466,2044436,5,68,29,U,3,121126,6,9,Adult,New
19467,6791344,8,103,36,U,2,76953,0,3,Adult,New
19468,3961852,5,66,25,U,2,88944,6,9,Adult,New
19469,5537155,9,113,26,U,2,25380,1,4,Adult,New
19470,7150043,6,76,28,M,4,39354,6,9,Adult,New
19471,4106308,18,216,49,M,2,495469,6,9,Adult,Noob
19472,9448266,15,181,43,F,2,33561,0,3,Adult,Noob
19473,7383801,12,155,52,M,3,40348,1,4,Adult,Noob
19474,1262019,15,181,63,F,2,24142,1,4,Senior,Noob
19475,154640,15,187,38,F,2,148604,0,3,Adult,Noob
19476,8073817,10,127,39,F,2,46496,2,5,Adult,New
19477,5090965,8,106,66,M,2,29972,0,4,Senior,New
19478,6615993,16,197,48,M,2,37648,4,7,Adult,Noob
19479,8653749,12,147,31,M,3,41045,5,8,Adult,Noob
19480,5870289,7,94,59,U,2,54622,1,4,Adult,New
19481,4585362,15,189,70,M,3,87056,6,9,Senior,Noob
19482,6838075,10,130,31,M,2,76394,3,6,Adult,New
19483,6418806,17,204,51,F,2,223442,4,7,Adult,Noob
19484,6890085,9,109,83,F,2,217332,0,3,Senior,New
19485,7319328,11,142,49,F,2,33801,1,4,Adult,Noob
19486,1292757,12,153,33,M,2,41665,1,4,Adult,Noob
19487,7336628,16,192,53,M,2,84799,0,3,Adult,Noob
19488,5569747,4,56,38,U,2,28896,2,5,Adult,New
19489,3635775,4,54,28,F,2,29519,0,3,Adult,New
19490,2395779,30,361,28,F,2,68389,6,9,Adult,Experimented
19491,8665346,15,187,63,M,2,275944,2,5,Senior,Noob
19492,8695030,10,124,32,F,2,387349,3,6,Adult,New
19493,3961904,5,61,70,F,2,89432,3,6,Senior,New
19494,4536886,18,221,53,F,2,172556,5,8,Adult,Noob
19495,1920117,16,202,42,M,2,40360,1,4,Adult,Noob
19496,7952166,14,168,32,F,2,41616,4,7,Adult,Noob
19497,644449,5,69,39,U,2,33790,1,4,Adult,New
19498,2268089,6,82,67,U,2,44365,5,8,Senior,New
19499,7236151,26,313,62,M,3,286084,4,7,Senior,Young
19500,3111768,4,59,22,U,2,37351,4,7,Adult,New
19501,6244963,5,71,35,U,2,52328,2,5,Adult,New
19502,4228011,6,74,20,U,2,40140,2,5,Adult,New
19503,3195967,10,128,50,M,2,98196,1,4,Adult,New
19504,1899577,14,168,32,M,2,73304,0,3,Adult,Noob
19505,6440180,5,65,26,U,2,46570,4,7,Adult,New
19506,3749182,14,168,35,M,2,32907,0,3,Adult,Noob
19507,9733386,10,129,65,F,2,150694,4,7,Senior,New
19508,9345807,15,183,67,M,2,79985,1,4,Senior,Noob
19509,6436966,13,162,55,U,2,42480,1,4,Adult,Noob
19510,658038,8,106,48,M,2,142023,1,4,Adult,New
19511,5757524,15,189,45,M,2,59305,2,5,Adult,Noob
19512,7388626,15,189,40,M,2,64524,3,6,Adult,Noob
19513,2691102,5,65,47,U,3,33612,6,9,Adult,New
19514,530654,6,81,56,U,2,49456,3,6,Adult,New
19515,7859820,12,154,40,F,2,29606,1,4,Adult,Noob
19516,5563287,14,179,60,F,2,60544,0,3,Adult,Noob
19517,2455111,23,285,63,M,2,217524,6,9,Senior,Young
19518,1091552,23,279,57,F,3,126737,6,9,Adult,Young
19519,9753394,21,253,30,M,2,162805,3,6,Adult,Young
19520,4415530,18,222,52,F,3,626437,2,5,Adult,Noob
19521,6635407,17,209,48,F,3,171955,6,9,Adult,Noob
19522,2367390,15,186,44,M,2,301611,3,6,Adult,Noob
19523,2585138,12,144,56,M,2,110628,3,7,Adult,Noob
19524,1139286,6,72,26,U,3,32538,3,6,Adult,New
19525,1855797,5,71,57,U,3,66416,6,9,Adult,New
19526,3412220,9,114,29,M,2,34064,2,5,Adult,New
19527,718243,15,191,62,M,2,273506,5,8,Senior,Noob
19528,5072657,8,105,33,M,2,63308,4,7,Adult,New
19529,2116544,7,86,55,U,2,24127,1,4,Adult,New
19530,4908136,5,71,22,U,3,58744,2,5,Adult,New
19531,9655611,13,157,66,F,2,112567,6,9,Senior,Noob
19532,9222392,6,74,27,U,2,45182,2,5,Adult,New
19533,7028096,9,113,33,M,2,44207,4,7,Adult,New
19534,8428699,5,70,58,U,2,26286,0,3,Adult,New
19535,7777790,6,74,53,U,2,62170,1,4,Adult,New
19536,1246799,16,196,36,M,4,394565,6,9,Adult,Noob
19537,1936892,7,95,29,U,2,33092,6,9,Adult,New
19538,4986769,8,104,31,U,2,53650,0,3,Adult,New
19539,2933843,17,209,40,F,2,47032,3,6,Adult,Noob
19540,4063413,5,71,46,U,2,51631,6,9,Adult,New
19541,1924404,12,154,62,M,2,114383,0,3,Senior,Noob
19542,5543493,37,444,72,F,2,32091,0,3,Senior,Experimented
19543,1119940,4,58,38,U,3,36959,6,9,Adult,New
19544,5136652,7,95,49,U,2,31020,0,3,Adult,New
19545,1383557,6,73,24,U,2,28481,5,8,Adult,New
19546,9710008,7,87,60,U,3,50991,3,6,Adult,New
19547,9128175,5,66,35,F,2,30755,2,5,Adult,New
19548,5627816,8,107,54,M,2,118578,0,3,Adult,New
19549,2550059,5,67,42,U,3,772772,6,9,Adult,New
19550,3671973,6,78,41,U,2,25454,4,7,Adult,New
19551,6255489,14,169,43,F,2,92183,2,5,Adult,Noob
19552,1884535,10,121,57,F,2,34490,4,7,Adult,New
19553,9714234,15,189,52,F,2,42068,1,4,Adult,Noob
19554,9899904,4,58,23,U,2,41374,4,7,Adult,New
19555,5523886,16,193,35,M,2,199047,6,9,Adult,Noob
19556,3246398,16,192,71,F,2,75835,2,5,Senior,Noob
19557,6747044,6,82,19,U,2,34878,6,9,Adult,New
19558,2890687,3,47,60,U,2,290313,6,9,Adult,New
19559,2184455,5,66,20,U,3,85377,6,9,Adult,New
19560,9546719,26,316,71,M,2,184094,2,5,Senior,Young
19561,8965367,6,72,62,U,2,50110,2,5,Senior,New
19562,5450432,12,144,32,F,2,29184,2,5,Adult,Noob
19563,4378886,9,108,67,F,2,204390,3,6,Senior,New
19564,3361098,15,190,45,F,3,88510,6,9,Adult,Noob
19565,2045087,10,129,61,F,2,33280,2,5,Senior,New
19566,3078775,10,124,67,M,2,809811,0,4,Senior,New
19567,3359150,6,82,31,U,4,84862,4,7,Adult,New
19568,3508086,5,67,24,U,2,28172,4,7,Adult,New
19569,4318832,9,109,30,F,2,76195,3,6,Adult,New
19570,3400889,15,190,69,F,2,27818,3,7,Senior,Noob
19571,8249927,4,55,58,M,2,254425,3,6,Adult,New
19572,3214191,11,142,29,F,2,43956,3,6,Adult,Noob
19573,514104,4,53,20,U,2,24461,1,4,Adult,New
19574,6275704,7,93,30,M,2,165547,2,5,Adult,New
19575,4004319,4,58,51,U,2,188064,0,3,Adult,New
19576,8030541,11,139,74,F,2,43396,0,3,Senior,Noob
19577,3650423,18,222,57,F,2,43046,0,3,Adult,Noob
19578,5292288,8,100,29,U,3,87624,1,4,Adult,New
19579,3249151,23,284,72,F,2,108559,3,6,Senior,Young
19580,3447384,22,274,63,U,2,40004,2,5,Senior,Young
19581,146317,21,258,48,F,2,98473,0,3,Adult,Young
19582,7158922,21,254,55,F,3,176195,4,7,Adult,Young
19583,3803353,20,250,73,M,3,86337,5,8,Senior,Young
19584,7328589,21,253,58,F,3,501869,6,9,Adult,Young
19585,2858768,30,371,77,M,2,37192,1,4,Senior,Experimented
19586,3554093,19,231,30,U,2,30089,0,3,Adult,Noob
19587,301141,19,229,56,F,2,64423,0,3,Adult,Noob
19588,8979331,16,201,47,U,3,107995,4,7,Adult,Noob
19589,6487245,18,222,55,F,2,559116,0,4,Adult,Noob
19590,3582059,16,193,34,F,2,130447,3,6,Adult,Noob
19591,8647399,7,84,57,U,2,120343,5,8,Adult,New
19592,9059746,10,120,33,M,2,30759,0,3,Adult,New
19593,1552160,10,121,33,M,2,34048,6,9,Adult,New
19594,8717040,5,69,62,F,2,407999,6,9,Senior,New
19595,2706512,8,96,49,U,2,32664,2,5,Adult,New
19596,7707762,7,95,42,U,2,41003,5,8,Adult,New
19597,5597601,7,89,26,U,3,120423,6,9,Adult,New
19598,5682006,14,174,37,F,2,27236,2,5,Adult,Noob
19599,6997573,12,155,54,F,2,27577,1,4,Adult,Noob
19600,3717025,6,75,29,U,3,60459,1,4,Adult,New
19601,3438431,8,105,58,F,3,216773,6,9,Adult,New
19602,1204446,14,168,25,F,2,70853,0,3,Adult,Noob
19603,9435205,8,103,38,U,2,52236,5,8,Adult,New
19604,1135785,5,65,51,U,2,107397,1,4,Adult,New
19605,5529882,5,60,33,U,2,27806,2,5,Adult,New
19606,4666767,10,131,37,F,2,84071,0,3,Adult,New
19607,8510293,10,122,36,F,2,106640,2,5,Adult,New
19608,6806435,4,57,36,U,2,71530,2,5,Adult,New
19609,3677393,15,181,50,M,2,38951,0,3,Adult,Noob
19610,879034,5,71,34,M,2,28473,0,3,Adult,New
19611,392757,5,71,24,U,2,31087,6,9,Adult,New
19612,6055967,4,55,29,U,2,72054,6,9,Adult,New
